alto,ancho,autor,autora,autores,estado,fecha,lugar_produccion,materia,numero_catalogo,procedencia,serie,soporte,tecnica,titulo,url
69,118,"Jimeno, Matías",0,0,0,1639 - 1659,0,0,P002004,"Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 1056).",0,Lienzo,Óleo,Paisaje montañoso con caza del oso,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-montaoso-con-caza-del-oso/30e762ab-9323-4e79-b979-79a24252e083
83,154,"Nuzzi, Mario",0,0,0,1640 - 1642,0,0,P003239,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, [nº 137]; Buen Retiro, 1794, nº 584).","Serie de bodegones de flores, sobreventanas para el Palacio del Buen Retiro",Lienzo,Óleo,Floreros y cebollas,https://www.museodelprado.es/coleccion/obra-de-arte/floreros-y-cebollas/868a8527-fb92-48db-9797-0c1e1b28bec4
101,156,"Barrera, Francisco",0,0,0,1640,0,0,P008213,"Vicente Pío Osorio de Moscoso, XV conde de Altamira, hasta 1864; por herencia a su hija la duquesa de Sanlúcar La Mayor; Trafalgar Galleries, Londres, 1983; colección Plácido Arango Arias; donación Plácido Arango Arias, 2015.",0,Lienzo,Óleo,Febrero. Bodegón de invierno,https://www.museodelprado.es/coleccion/obra-de-arte/febrero-bodegon-de-invierno/8ad892e1-c457-41b3-ac05-491d51f7d3ab
143,143,"Ribera, José de",0,0,0,1640,0,0,P001075,"Colección Real (Palacio Real Nuevo, Madrid, cuarto del infante don Javier, 1772, nº 433; Palacio Real Nuevo, Madrid, pieza de vestir, 1794, nº 433; Palacio Real, Madrid, tercer gabinete-paso a la librería, 1814-1818, nº 433).",0,Lienzo,Óleo,San Pablo Ermitaño,https://www.museodelprado.es/coleccion/obra-de-arte/san-pablo-ermitao/c3f5a01c-b02a-4cb1-860d-9dc042947c81
244,"167,5","Zurbarán, Francisco de",0,0,0,1640,0,0,P007707,"Colección Hueto, Vitoria, en 1924; colección Lezama-Leguizamón, Bilbao; adquirido con fondos de la herencia de Manuel Villaescusa, 1996.",0,Lienzo,Óleo,Cristo crucificado con un donante,https://www.museodelprado.es/coleccion/obra-de-arte/cristo-crucificado-con-un-donante/4e4adfa4-d242-4aa3-9bca-9d1b6bab0a0d
210,156,"Gagliardi, Filippo",0,0,0,1640,0,0,P000145,"Colección Real (Palacio del Buen Retiro, Madrid, 1700; Palacio del Buen Retiro, 1794, nº 1125)",0,Lienzo,Óleo,Interior de la Basílica de San Pedro de Roma,https://www.museodelprado.es/coleccion/obra-de-arte/interior-de-la-basilica-de-san-pedro-de-roma/3c51dac7-1891-42b0-bc74-c2d2633fe549
83,155,"Nuzzi, Mario",0,0,0,1640 - 1642,0,0,P000250,"Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 309).","Serie de bodegones de flores, sobreventanas para el Palacio del Buen Retiro",Lienzo,Óleo,Florero,https://www.museodelprado.es/coleccion/obra-de-arte/florero/6fa35a7d-2bb8-4027-a4d1-b7138c2d150c
145,222,"Strozzi, Bernardo",0,0,0,1640 - 1644,0,0,P007865,"Conde de Adanero, Madrid, 1886; X marqués de Castro-Serna, 1905; Colección Conde de Peña Castillo, Madrid, 1994; Adscripción del Estado, 2011.",0,Lienzo,Óleo,La curación de Tobías,https://www.museodelprado.es/coleccion/obra-de-arte/la-curacion-de-tobias/86d02f90-aea6-4184-b3bc-5741da767006
83,158,"Nuzzi, Mario",0,0,0,1640 - 1642,0,0,P000251,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, [nº 181]; Buen Retiro, 1794, nº 585).","Serie de bodegones de flores, sobreventanas para el Palacio del Buen Retiro",Lienzo,Óleo,Floreros,https://www.museodelprado.es/coleccion/obra-de-arte/floreros/8389e197-713d-456e-8de1-f12f5cc446f2
31,39,"Linard, Jacques",0,0,0,1640 - 1645,0,0,P003049,"Adquisición, 1962.",0,Lienzo,Óleo,Vánitas,https://www.museodelprado.es/coleccion/obra-de-arte/vanitas/6ae85887-498f-4421-980a-fd9814035c8b
61,61,"Vlieger, Simon de",0,0,0,1640 - 1645,0,0,P001729,"Colección Real (Posiblemente de la colección de Carlos IV, cuando era todavía Príncipe de Asturias, Casita del Príncipe, El Escorial (Madrid); Palacio Real, Madrid, pieza verde que hace esquina al norte, 1814-1818, nº 315).",0,Tabla,Óleo,Bosque,https://www.museodelprado.es/coleccion/obra-de-arte/bosque/ea285570-219a-4e69-a910-b25c1129e0d0
84,152,"Nuzzi, Mario",0,0,0,1640 - 1642,0,0,P000252,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, [nº 153]; Buen Retiro, 1794, nº 311).","Serie de bodegones de flores, sobreventanas para el Palacio del Buen Retiro",Lienzo,Óleo,Florero de plata volcado sobre un paño,https://www.museodelprado.es/coleccion/obra-de-arte/florero-de-plata-volcado-sobre-un-pao/c8ddd296-c169-43e6-8443-619057cfe3ab
198,170,"Cerquozzi, Michelangelo",0,0,0,1640 - 1645,0,0,P006077,"Colección Hohenlohe, El Quexigal, 1979. Adquirido en Sotheby's, Madrid, 1980",0,Lienzo,Óleo,Niños cogiendo fruta,https://www.museodelprado.es/coleccion/obra-de-arte/nios-cogiendo-fruta/78b5e991-c471-417f-99e6-44abe0c1d186
143,100,"Herrera el Viejo, Francisco de",0,0,0,1640 - 1645,0,0,P008262,"Sala Retiro, Madrid, 13-6-2002, (lote 298); colección Óscar Alzaga Villaamil, Madrid; donación de Óscar Alzaga Villaamil al Museo del Prado, 2017",0,Lienzo,Óleo,San Jerónimo,https://www.museodelprado.es/coleccion/obra-de-arte/san-jeronimo/cc70911c-60dd-4d9f-9e1f-c5b1a02ede7a
214,144,"Polo, Diego",0,0,0,1640 - 1645,0,0,P008435,"Adquirido por el Estado en Caylus Anticuario (Madrid), 2022",0,Lienzo,Óleo,Venus descubre a Adonis muerto,https://www.museodelprado.es/coleccion/obra-de-arte/venus-discovering-the-dead-adonis/7d390bf1-aac7-48f6-8779-dfd95ae1b76a
187,238,"Polo, Diego",0,0,0,1640 - 1645,0,0,P006775,"Madrid, Colección de Alonso Portero, hasta 1647; Madrid, Galería del infante D. Sebastián Gabriel de Borbón, hasta 1835; Madrid, Museo Nacional de la Trinidad, hasta 1861; restituido al infante Sebastián Gabriel de Borbón, 1861; Alfonso de Borbón y Borbón, 1887-1934; Luis Alfonso de Borbón y Bernaldo de Quirós, II Duque de Ansola, 1934-1942; Manfredo Luis Borbón y Bernaldo de Quirós, I Duque de Hernani, 1942-1979; adquirido por el Estado a Manuel González, 1982.",0,Lienzo,Óleo,La recogida del maná,https://www.museodelprado.es/coleccion/obra-de-arte/la-recogida-del-mana/fdef68c4-e132-4bf9-8d12-81c1bb7c64df
131,127,"Jordaens, Jacques",0,0,0,1640 - 1650,0,0,P001548,"Colección Real (¿Real Alcázar, Madrid, pieza segunda sobre el cuarto de órdenes, 1636, s.n.?; Palacio del Buen Retiro, Madrid, pieza de la mesa de trucos, 1772, nº 995; Buen Retiro, 1794, nº 368).",0,Lienzo sobre tabla,Óleo,El amor de Cupido y Psique,https://www.museodelprado.es/coleccion/obra-de-arte/el-amor-de-cupido-y-psique/2dbdca72-c563-4a51-869a-9dd2ad9c32c1
112,91,"Espinosa, Jerónimo Jacinto",0,0,0,Hacia 1645,0,0,P000701,"Colección Real (Aranjuez, Palacio Real, Oratorio pequeño del Rey, 1818, s/n)",0,Lienzo,Óleo,San Juan Bautista,https://www.museodelprado.es/coleccion/obra-de-arte/san-juan-bautista/ee06846b-c2cc-42c5-88da-a5a27bbd2061
142,107,"Seguidor de Velázquez, Diego Rodríguez de Silva y",0,0,0,Hacia 1645,0,0,P001203,"Colección Real (Palacio Real Nuevo, Madrid, retrete del rey, 1772, nº 501; Palacio Real, Madrid, dormitorio de príncipes-pieza primera, 1814-1818, nº 501).",0,Lienzo,Óleo,Bufón con perro,https://www.museodelprado.es/coleccion/obra-de-arte/bufon-con-perro/a70eeee5-09b5-4e61-9f51-d498cb035c97
77,99,"Teniers el Joven, David",0,0,0,1640 - 1650,0,0,P001787,"Colección I marqués de la Ensenada, Madrid; Colección Real (adquisición de Isabel de Farnesio h. 1759, nº 136; Palacio de La Granja de San Ildefonso, Segovia, sala de la princesa, 1766, nº 136; Palacio de Aranjuez, Madrid, pieza de cenar, 1794, nº 136; Aranjuez, sala de corte del rey, 1818, nº 136).",0,Lámina de cobre,Óleo,Fiesta campestre,https://www.museodelprado.es/coleccion/obra-de-arte/fiesta-campestre/e46082f5-5225-457d-961e-f92ca23b821a
54,88,"Teniers el Joven, David",0,0,0,Hacia 1645,0,0,P001790,"Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Madrid, dormitorio de sus majestades, 1746, nº 442; llevado a Madrid en 1759; Palacio de Buenavista, Madrid, 1766, nº 442; Palacio Real Nuevo, Madrid, gabinete colgado de verde, 1772, nº 442; Palacio Real Nuevo, Madrid, cuarto del rey-retrete, 1794, s. n.).",0,Tabla,Óleo,Tiro con arco,https://www.museodelprado.es/coleccion/obra-de-arte/tiro-con-arco/541cc076-9bb9-4d20-b9ed-72c584d0449b
63,89,"Teniers el Joven, David",0,0,0,1640 - 1650,0,0,P001811,"Colección Real (Palacio del Buen Retiro, Madrid, pinturas recogidas de las Casas Arzobispales, 1747, nº 768).",0,Tabla,Óleo,El vivac,https://www.museodelprado.es/coleccion/obra-de-arte/el-vivac/234e93d1-028c-4767-b720-ab74c0a0c08f
67,52,"Teniers el Joven, David",0,0,0,1640 - 1650,0,0,P001812,"Colección Real (Palacio de Aranjuez, Madrid, tocador de la reina, 1818, nº 84). Ingresó en el Museo en 1848.",0,Lámina de cobre,Óleo,Un cuerpo de guardia,https://www.museodelprado.es/coleccion/obra-de-arte/un-cuerpo-de-guardia/2d220459-0488-4313-8894-12b56f87407f
41,63,"Teniers el Joven, David",0,0,0,1640 - 1650,0,0,P001815,"Colección Real (Palacio del Buen Retiro, Madrid, 1747, nº 317; Palacio Real Nuevo, Madrid, pieza de comer la serenísima infanta, 1772, nº 317; Palacio Real, Madrid, primer gabinete entrando por la pieza de vestir, 1814-1818, nº 317).",0,Tabla,Óleo,Aldeanos conversando,https://www.museodelprado.es/coleccion/obra-de-arte/aldeanos-conversando/2d1443b0-360a-46da-9c2a-8f3950212d98
170,108,"Collantes, Francisco",0,0,0,Hacia 1645,0,0,P003027,"Colección Real (colección Isabel de Farnesio, Palacio Real de La Granja de San Ildefonso, Segovia, 1746, nº 563; La Granja, pieza de comer su majestad, 1766, nº 563; La Granja, pieza de comer de su majestad, 1774, nº 563; La Granja, 1794, nº 563).",0,Lienzo sin forrar,Óleo,San Onofre,https://www.museodelprado.es/coleccion/obra-de-arte/san-onofre/de1cd033-c2a0-40c4-b0ae-9eb71da19ca5
123,98,"Régnier, Nicolas y taller?",0,0,0,1640 - 1650,0,0,P003293,"Colección Real (colección Isabel de Farnesio, Palacio Real de La Granja de San Ildefonso, Segovia, antecámara del rey, 1746, nº 596; La Granja, pieza de comer su majestad, 1766, nº 596; La Granja, 1794, nº 596; Palacio Real, Madrid, cuarto del infante don Francisco-tercera pieza, 1814-1818, nº 596; Madrid, Monasterio de San Jerónimo el Real, sacristía, 1841).",0,Lienzo,Óleo,San Sebastián,https://www.museodelprado.es/coleccion/obra-de-arte/san-sebastian/d752fb3a-7884-45df-9b2d-bdd34f9cdb2f
67,90,"Hiepes, Tomás",0,0,0,Hacia 1645,0,0,P007915,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",0,Lienzo,Óleo,Paisaje con una vid,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-una-vid/3abd469e-bf4c-4a7b-8b9a-edf5382b2784
70,90,"Cavallino, Bernardo",0,0,0,Hacia 1645,0,0,P007466,"Colección particular, Birmingham, hacia 1950; Xavier de Salas, 1954; Appleby Brothers, Londres; Diego Angulo, Madrid; donación Fundación Amigos del Museo del Prado, 1989.",0,Lienzo,Óleo,El martirio de san Esteban,https://www.museodelprado.es/coleccion/obra-de-arte/el-martirio-de-san-esteban/d6745dc6-a388-4d76-920e-bf251c407a44
"192,5",131,"Castillo Saavedra, Antonio del",0,0,0,Hacia 1645,0,0,P008257,"Sotheby's, Londres, 7-12-1994; colección Óscar Alzaga Villaamil, Madrid; donación de Óscar Alzaga Villaamil al Museo del Prado, 2017",0,Lienzo,Óleo,La Inmaculada Concepción,https://www.museodelprado.es/coleccion/obra-de-arte/la-inmaculada-concepcion/50ee15c3-f96a-4f37-9360-1b1ff5024ecd
74,98,"Dughet, Gaspard",0,0,0,Hacia 1645,0,0,P000138,"Colección Real (¿colección Carlo Maratti, Roma?; col. Felipe V, Palacio de La Granja de San Ildefonso, Segovia, 1727; La Granja, pieza de la chimenea, 1746, nº 391; La Granja, 1774; La Granja, 1794, nº 391; Palacio Real, Madrid, cuarto del infante don Francisco-segunda pieza, 1814-1818, nº 391).",0,Lienzo,Óleo,Paisaje con caminante,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-caminante/127a9db3-619f-4aa2-9d2f-51dab07a2689
"167,4",104,"Castillo Saavedra, Antonio del",0,0,0,Hacia 1645,0,0,P008221,"Sacristía de los Trinitarios Calzados, Córdoba. Desamortización eclesiástica Retablo de los condes de Menado, parroquia de Santa Marina de Aguas Santas, Córdoba, 1835; adquirido por Francis Tomes, posiblemente para Louis Durr (1821-1880), Sevilla; Colección Louis Durr, Nueva York; Legado por Durr a la Historial Society, Nueva York; depositado en la Hispanic Society, 1975-1987, Nueva York; Sotheby's Nueva York 1995, colección Plácido Arango Arias, Madrid; donación Plácido Arango Arias, 2015.",0,Lienzo,Óleo,San Juan Bautista,https://www.museodelprado.es/coleccion/obra-de-arte/san-juan-bautista/ba84bd30-e6fe-43a0-a96b-e3090a1f9cca
91,129,"Arias Fernández, Antonio",0,0,0,Mediados del siglo XVII,0,0,P000599,Museo de la Trinidad,0,Lienzo,Óleo,Virgen con el Niño,https://www.museodelprado.es/coleccion/obra-de-arte/virgen-con-el-nio/0506ab4a-e80d-4ca5-aef2-b70e2966eb37
"54,5","45,5","Escalante, Juan Antonio de Frías y",0,0,0,Mediados del siglo XVII,0,0,P000695,Colección Real,0,Lienzo,Óleo,La Sagrada Familia,https://www.museodelprado.es/coleccion/obra-de-arte/la-sagrada-familia/c97ecaa4-b0fd-49aa-a5c2-a270dca7c720
63,43,"Anónimo (Seguidor de: Murillo, Bartolomé Esteban)",0,0,0,Mediados del siglo XVII,0,0,P001002,"Colección Real (colección Mariana de Neoburgo; colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1741; La Granja, 1746, nº 1089; La Granja, Casa de Alhajas, 1766, nº 189; La Granja, 1794, nº 1089; Palacio Real, Madrid, cuarto del mayordomo mayor, 1814-1818, nº 1089).",0,Lienzo,Óleo,La gallega de la moneda,https://www.museodelprado.es/coleccion/obra-de-arte/la-gallega-de-la-moneda/cf1bfd4b-58c3-498c-9881-e30eb011984a
81,65,"Verendael, Nicolaes van",0,0,0,1640 - 1660,0,0,P001419,"Colección Real (colección Mariana de Neoburgo; col. Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1741; La Granja, pieza de la chimenea junto a la tocador, 1746, nº 675; La Granja, pieza cuadrada inmediata al dormitorio, 1766, nº 675; Palacio de Aranjuez, Madrid, pieza del oratorio y otras sueltas, 1794, nº 675;).",0,Lámina de cobre,Óleo,Guirnalda rodeando a la Virgen María,https://www.museodelprado.es/coleccion/obra-de-arte/guirnalda-rodeando-a-la-virgen-maria/66a1e0b4-18d0-442f-a66b-f14360084838
35,54,Anónimo,0,0,0,Mediados del siglo XVII,0,0,P001850,"Colección Real (¿Palacio Real Nuevo, Madrid, cuarto del príncipe-pieza de paso al dormitorio, 1794, nº 493?)",0,Tabla,Óleo,Paisaje frondoso con Céfalo y Procris,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-frondoso-con-cefalo-y-procris/199d651f-fe87-41bc-96d1-401567ab214a
112,91,"Espinosa, Jerónimo Jacinto",0,0,0,1640 - 1660,0,0,P000700,"Convento de Santa Catalina de Sena, Valencia; regalado a la Academia de San Carlos, Valencia, 1814; regalado a Fernando VII por la Academia de San Carlos, Valencia, 1814; Colección Real",0,Lienzo,Óleo,María Magdalena,https://www.museodelprado.es/coleccion/obra-de-arte/maria-magdalena/a6ce3944-215c-4e2c-b60e-b3919277b924
76,155,"Courtois, Jacques",0,0,0,Mediados del siglo XVII,0,0,P002243,"Colección Real (colección Felipe V, Palacio Real de La Granja de San Ildefonso, Segovia, 1727; La Granja, dormitorio de sus majestades, 1746, nº 372; La Granja, 1774; Palacio Real de Aranjuez, Madrid, pieza de ujieres, 1794, nº 372).",0,Lienzo,Óleo,Lucha por la posesión de una fortaleza,https://www.museodelprado.es/coleccion/obra-de-arte/lucha-por-la-posesion-de-una-fortaleza/a8b4be0e-1bf6-43f3-afd6-fd67a30743b7
127,108,"Obra copiada de Dyck, Anton van",0,0,0,Mediados del siglo XVII,0,0,P002556,"Legado de Daniel Carballo Prat, conde de Pradère, 1933",0,Lienzo,Óleo,Santa Rosalía de Palermo,https://www.museodelprado.es/coleccion/obra-de-arte/santa-rosalia-de-palermo/db03edd0-7b0b-44cc-a48c-c14d03a3d83c
163,106,Anónimo,0,0,0,1640 - 1660,0,0,P005312,"Probablemente, Alcalá de Henares (Madrid), Convento de San Basilio; Museo de la Trinidad.",0,Lienzo,Óleo,Cristo atado a la Columna,https://www.museodelprado.es/coleccion/obra-de-arte/cristo-atado-a-la-columna/0e47ce9f-8af5-4f28-8016-4228189e1a3a
209,147,"Cabezalero, Juan Martín",0,0,0,Mediados del siglo XVII,0,0,P005506,Museo de la Trinidad,0,Lienzo,Óleo,La Asunción de la Virgen,https://www.museodelprado.es/coleccion/obra-de-arte/la-asuncion-de-la-virgen/207b6a5d-aa16-430d-b07d-7b8a48869c37
168,240,"Arthois, Jacques d'",0,0,0,Mediados del siglo XVII,0,0,P004443,"Colección Real (adquisición de Isabel de Farnesio, 1746-1759; Palacio de La Granja, Segovia, pieza de la torre, 1766, nº 31 [dupl.]; Palacio de Aranjuez, Madrid, cuarto del rey-antecámara, 1794, nº 31; Aranjuez, antecámara del rey, 1818, nº 31). Ingresó en el Museo en 1848.",0,Lienzo,Óleo,Paisaje con figuras,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-figuras/4fce2630-287d-4c43-b410-2d08180cadaf
179,223,"Martínez del Mazo, Juan Bautista (Obra copiada de: Rubens, Pedro Pablo)",0,0,0,Mediados del siglo XVII,0,0,P005269,"Colección Real (Real Alcázar, Madrid, Armería, 1734, nº 13)",0,Lienzo,Óleo,El rapto de Proserpina,https://www.museodelprado.es/coleccion/obra-de-arte/el-rapto-de-proserpina/5c60157e-26d9-4f08-8d70-2be46b9a6343
107,160,"Martínez del Mazo, Juan Bautista (Obra copiada de: Rubens, Pedro Pablo)",0,0,0,Mediados del siglo XVII,0,0,P005262,Colección Real,0,Lienzo,Óleo,Cacería de Diana,https://www.museodelprado.es/coleccion/obra-de-arte/caceria-de-diana/fe97831f-215d-4381-afd1-a42034ec422c
203,334,"Atribuido a Snyders, Frans",0,0,0,Mediados del siglo XVII,0,0,P007160,"Legado Carlos Pérez-Seoane y Cullén, III duque de Pinohermoso, 1987",0,Lienzo,Óleo,Concierto de aves,https://www.museodelprado.es/coleccion/obra-de-arte/concierto-de-aves/c047d321-3989-4c78-9a3a-762488f3a57d
"55,5",94,"Ponce, Antonio",0,0,0,Mediados del siglo XVII,0,0,P007294,"Colección Lafora, Segovia; adquirido a Encarnación Ballesteros Mier, 1987.",0,Lienzo,Óleo,Bodegón de cocina,https://www.museodelprado.es/coleccion/obra-de-arte/bodegon-de-cocina/41a4a937-e886-4a43-b8be-0d55f3cad80f
223,138,Anónimo,0,0,0,Mediados del siglo XVII,0,0,P000011,"Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº. 828)",0,Lienzo,Óleo,Dama veneciana,https://www.museodelprado.es/coleccion/obra-de-arte/dama-veneciana/2ac9c574-7d1e-4a8a-9120-0d8ecff0b1f1
47,39,"Romanelli, Giovanni Francesco",0,0,0,Mediados del siglo XVII,0,0,P000229,Colección Real,0,Lámina de cobre,Óleo,San Pedro y san Juan en el sepulcro de Cristo,https://www.museodelprado.es/coleccion/obra-de-arte/san-pedro-y-san-juan-en-el-sepulcro-de-cristo/240d4c45-65be-4fbe-9661-36b0be4df770
123,101,"Cairo, Francesco del",0,0,0,Mediados del siglo XVII,0,0,P000261,"Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, novena pieza que es salón, 1745, [nº 266]; Quinta del duque del Arco, pieza octava de salón, 1794, nº 201)",0,Lienzo,Óleo,La muerte de Lucrecia,https://www.museodelprado.es/coleccion/obra-de-arte/la-muerte-de-lucrecia/c605c17a-1c6e-47ff-8864-8d1feac24a0b
81,160,"Bellis, Antonio de",0,0,0,Mediados del siglo XVII,0,0,P007749,"Donación de la Empresa Fervisa - Sociedades constitutivas de la Herencia de Manuel Villaescusa, 2000",0,Lienzo,Óleo,El triunfo de David,https://www.museodelprado.es/coleccion/obra-de-arte/el-triunfo-de-david/c9100a7c-6a36-4d30-bb65-0bdf26e24e69
34,45,"Oosten, Izaak van",0,0,0,Mediados del siglo XVII,0,0,P001387,"Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza de la chimenea, 1746, nº 603; Palacio de La Granja, Segovia, retrete primero que tiene la puerta por la pieza grande, 1766, nº 603; Palacio de Aranjuez, Madrid, pieza en que el Rey duerme la siesta; 1794, nº 603; Aranjuez, despacho y dormitorio del rey, 1818, nº 603).",0,Lámina de cobre,Óleo,Cruce de caminos con carros,https://www.museodelprado.es/coleccion/obra-de-arte/cruce-de-caminos-con-carros/92aea1a9-bb2c-4d99-9b53-6fcc6c02a30c
230,179,Anónimo,0,0,0,Mediados del siglo XVII,0,0,P005315,"Madrid, Convento Real de Santa María de los Ángeles, de franciscanas clarisas; Museo de la Trinidad, 1835-1872.",0,Lienzo,Óleo,Adoración de los pastores,https://www.museodelprado.es/coleccion/obra-de-arte/adoracion-de-los-pastores/d141cbde-1671-4ded-87a1-5eda180a4812
37,32,Anónimo,0,0,0,1640 - 1675,0,0,P001978,Colección Real,0,Lienzo,Óleo,Luisa Enriqueta de Orange Nassau,https://www.museodelprado.es/coleccion/obra-de-arte/luisa-enriqueta-de-orange-nassau/e93fd38a-2fe5-4857-b3a3-7d6011fcd8ef
97,78,"Pereda y Salgado, Antonio de",0,0,0,1641,0,0,P001047,Museo de la Trinidad,0,Lienzo,Óleo,"Cristo, Varón de Dolores",https://www.museodelprado.es/coleccion/obra-de-arte/cristo-varon-de-dolores/bea9efda-ae1b-4c8a-8631-71614ad02bae
76,63,"Ribera, José de",0,0,0,1641,0,0,P001077,Colección Real,Serie Apostolado,Lienzo,Óleo,San Andrés,https://www.museodelprado.es/coleccion/obra-de-arte/san-andres/2d709b58-197d-421a-9dc6-6a3e1ef8f397
174,126,"Luycks, Frans",0,0,0,Mediados del siglo XVII,0,0,P006194,Museo de la Trinidad,0,Lienzo,Óleo,Mariana de Austria,https://www.museodelprado.es/coleccion/obra-de-arte/mariana-de-austria/0a248ae2-5f72-4a65-8472-d970043ba0d0
197,183,"Ribera, José de",0,0,0,1641,0,0,P001100,"Colección Real (colección marqués de los Llanos; Palacio Real Nuevo, Madrid, pieza de conversación de la serenísima infanta, 1772, s.n.; Palacio Real Nuevo, Madrid, pieza de vestir, 1794, s.n.; Palacio Real, Madrid, [1ª] pieza de vestir, 1814-1818, s.n.).",Serie de Santos Penitentes,Lienzo,Óleo,San Bartolomé,https://www.museodelprado.es/coleccion/obra-de-arte/san-bartolome/279864d2-83ad-4cb3-bf73-949757fab0b0
79,104,"Snayers, Peter",0,0,0,1641,0,0,P001735,Colección Real,0,Lámina de cobre,Óleo,Choque de caballería,https://www.museodelprado.es/coleccion/obra-de-arte/choque-de-caballeria/dee807e5-d044-4227-ae61-6b4c45d06a85
"183,5",150,"Ribera, José de",0,0,0,1641,0,0,P001106,"Colección Real (colección marqués de los Llanos; Palacio Real Nuevo, Madrid, pieza de conversación de la serenísima infanta, 1772, s.n.; Palacio Real Nuevo, Madrid, pieza de vestir, 1794, s.n.; Palacio Real, Madrid, [1ª] pieza de vestir, 1814-1818, s.n. ).",Serie de Santos Penitentes,Lienzo,Óleo,Santa María Egipciaca,https://www.museodelprado.es/coleccion/obra-de-arte/santa-maria-egipciaca/1a0b50dc-1aa5-4e02-844b-6da30547b218
182,149,"Ribera, José de",0,0,0,1641,0,0,P001103,"Colección Real (colección marqués de los Llanos; Palacio Real Nuevo, Madrid, pieza de conversación de la serenísima infanta, 1772, s.n.; Palacio Real Nuevo, Madrid, pieza de vestir, 1794, s.n.; Palacio Real, Madrid, [1ª] pieza de vestir, 1814-1818, s.n.).",Serie de Santos Penitentes,Lienzo,Óleo,Magdalena penitente,https://www.museodelprado.es/coleccion/obra-de-arte/magdalena-penitente/1f0c2f5f-5eed-46cc-978f-a4a301b7dc55
182,150,"Ribera, José de",0,0,0,1641,0,0,P001108,"Colección Real (colección marqués de los Llanos; Palacio Real Nuevo, Madrid, pieza de conversación de la serenísima infanta, 1772, s.n.; Palacio Real Nuevo, Madrid, pieza de vestir, 1794, s.n.; Palacio Real, Madrid, [1ª] pieza de vestir, 1814-1818, s.n.)",Serie de Santos Penitentes,Lienzo,Óleo,San Juan Bautista en el desierto,https://www.museodelprado.es/coleccion/obra-de-arte/san-juan-bautista-en-el-desierto/c3740779-d8d8-4fd1-be58-539fc848070f
163,"184,5","Novelli, Pietro",0,0,0,1641 - 1644,0,0,P000471,Colección Real,0,Lienzo,Óleo,Resurrección de Cristo,https://www.museodelprado.es/coleccion/obra-de-arte/resurreccion-de-cristo/5300cf46-25d3-400a-8d32-a35291d0be68
125,99,"Stom, Matthias",0,0,0,1641 - 1649,0,0,P002094,"Colección Real (Palacio Real Nuevo, Madrid, sala de capellanes, 1772, nº 270; Palacio Real Nuevo, Madrid, antecámara de las señoras infantas-pieza encarnada a la derecha, 1794, nº 42; Palacio Real, Madrid, cuarto del infante don Francisco-segunda pieza, 1814-1818, s.n.).",0,Lienzo,Óleo,La incredulidad de santo Tomás,https://www.museodelprado.es/coleccion/obra-de-arte/la-incredulidad-de-santo-tomas/f8caa68e-1650-45e1-a8e3-07c3dbc64b3e
177,239,"Teniers el Joven, David",0,0,0,1641 - 1645,0,0,P001818,"Colección I marqués de la Ensenada, Madrid; Colección Real (adquisición de Isabel de Farnesio h. 1759, nº 131; Palacio de La Granja de San Ildefonso, Segovia, pieza de comer, 1766, nº 131; La Granja, 1794, nº 131; Palacio Real, Madrid, [2ª] pieza amarailla, 1814-1818, nº 131).",0,Lienzo,Óleo,Paisaje con gitanos,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-gitanos/a945ca08-8f74-46ff-9916-480933dfeb38
"194,5","131,5","Luycks, Frans",0,0,0,Hacia 1646,0,0,P002441,"Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 1329)",0,Lienzo,Óleo,Mariana de Austria,https://www.museodelprado.es/coleccion/obra-de-arte/mariana-de-austria/12b0da28-5a56-487a-a6c8-2427b137d346
102,72,0,0,"Luyckx, Carstian; Balen, Jan van",0,Hacia 1646,0,0,P001460,"Colección Real (Real Alcázar, Madrid, 1700; Palacio de Aranjuez, Madrid, pieza de camaristas, 1818, nº 250).",0,Tabla,Óleo,Guirnalda con tres amores,https://www.museodelprado.es/coleccion/obra-de-arte/guirnalda-con-tres-amores/560ddd21-0d44-4ed8-a8b5-1274bcf11400
