"numero_catalogo","titulo","url","nombre_autor","procedencia","fecha","alto","ancho","exito","razon","area","tam_cat","orientacion","soporte","soporte_grp","sop_montaje","tecnica","tec_oleo","tec_acuosas","tec_mixta","tec_fresco","tec_otras","tipo_autor","serie","fecha_est","fecha_cat","tema"
"P006197","Mujer sacando agua de un pozo","https://www.museodelprado.es/coleccion/obra-de-arte/mujer-sacando-agua-de-un-pozo/828493e8-0c83-4add-af02-c455d23b8439","Bayeu y Subías, Ramón","Real Patrimonio, 1870","Siglo XVIII",221,109,0,2.02752293577982,24089,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","paisaje_lugares"
"P006198","Una anciana sirviendo un vaso de vino a un joven","https://www.museodelprado.es/coleccion/obra-de-arte/una-anciana-sirviendo-un-vaso-de-vino-a-un-joven/162b8cd9-b03b-4186-b68d-c134ad031507","Bayeu y Subías, Ramón","Real Patrimonio, 1870","Siglo XVIII",220,106,0,2.07547169811321,23320,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","vida_cotidiana"
"P006051","Varios hombres jugando a las cartas en el campo","https://www.museodelprado.es/coleccion/obra-de-arte/varios-hombres-jugando-a-las-cartas-en-el-campo/b192af18-db0a-4baa-9d9e-2f2c4dbc2602","Bayeu y Subías, Ramón","Real Patrimonio, 1870","Siglo XVIII",340,232,0,1.46551724137931,78880,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","paisaje_lugares"
"P004723","Baile campestre","https://www.museodelprado.es/coleccion/obra-de-arte/baile-campestre/3b70f3e3-e133-4ddd-b4c7-bff91b3f16df","Barbazza, Antonio Giuseppe","Real Patrimonio, 1870","Siglo XVIII",261,441,1,1.68965517241379,115101,"grande","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","vida_cotidiana"
"P004784","La Asunción de la Virgen","https://www.museodelprado.es/coleccion/obra-de-arte/la-asuncion-de-la-virgen/8063ac95-d097-4c44-a446-12e1838e777f","Anónimo","Museo de la Trinidad, 1872","Siglo XVIII",61,86,0,1.40983606557377,5246,"mediano","horizontal","Tabla","Tabla/Panel",0,"Enconchado",0,0,0,0,1,"anonimo",1,1750,"99","religioso"
"P003073","Una naranjera y un majo","https://www.museodelprado.es/coleccion/obra-de-arte/una-naranjera-y-un-majo/1aae9d03-b1d9-499d-8fa5-d3273d013607","Castillo, José del","Real Patrimonio, 1870","Siglo XVIII",100,150,0,1.5,15000,"mediano","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","vida_cotidiana"
"P006938","Niños haciendo música","https://www.museodelprado.es/coleccion/obra-de-arte/nios-haciendo-musica/f129a1c7-5d9c-42cf-9a21-c4bd8b2ed4dc","Bayeu y Subías, Ramón","Real Patrimonio, 1870","Siglo XVIII",335,250,0,1.34,83750,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","vida_cotidiana"
"P004783","La Presentación de la Virgen en el Templo","https://www.museodelprado.es/coleccion/obra-de-arte/la-presentacion-de-la-virgen-en-el-templo/8967ff97-3c78-4246-9ee3-e342d69c2007","Anónimo","Museo de la Trinidad, 1872","Siglo XVIII",61,86,0,1.40983606557377,5246,"mediano","horizontal","Tabla","Tabla/Panel",0,"Enconchado",0,0,0,0,1,"anonimo",1,1750,"99","religioso"
"P004781","La Virgen y san José pidiendo posada","https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-y-san-jose-pidiendo-posada/d177a9c4-5fa7-4dc3-8345-9f1dc19fbfaa","Anónimo","Museo de la Trinidad, 1872","Siglo XVIII",61,86,0,1.40983606557377,5246,"mediano","horizontal","Tabla","Tabla/Panel",0,"Enconchado",0,0,0,0,1,"anonimo",1,1750,"99","religioso"
"P004782","Sueño y arrepentimiento de san José","https://www.museodelprado.es/coleccion/obra-de-arte/sueo-y-arrepentimiento-de-san-jose/b0ada122-c9e0-4ffd-816b-801d242b7008","Anónimo","Museo de la Trinidad, 1872","Siglo XVIII",61,86,0,1.40983606557377,5246,"mediano","horizontal","Tabla","Tabla/Panel",0,"Enconchado",0,0,0,0,1,"anonimo",1,1750,"99","religioso"
"P004785","El abrazo ante la Puerta Dorada","https://www.museodelprado.es/coleccion/obra-de-arte/el-abrazo-ante-la-puerta-dorada/23bd2d20-58fe-49db-a391-cfd2d4173876","Anónimo","Museo de la Trinidad, 1872","Siglo XVIII",61,86,0,1.40983606557377,5246,"mediano","horizontal","Tabla","Tabla/Panel",0,"Enconchado",0,0,0,0,1,"anonimo",1,1750,"99","otros"
"P002658","Retrato de caballero","https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-caballero/9846341a-c867-482d-b499-9131f35b21a6","Anónimo","Legado Pablo Bosch y Barrau, 1916","Siglo XVIII",68,56,0,1.21428571428571,3808,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",0,1750,"99","retrato_corte"
"P005381","La Virgen de Guadalupe, de México","https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-de-guadalupe-de-mexico/8574cee9-be17-43eb-af64-84ab23c9371f","Anónimo","¿Oratorio portátil de María Luisa de Toledo y Carreto, hija del virrey marqués de Mancera; convento de Santa María de Constantinopla, Madrid?; Museo de la Trinidad, 1835-1872","Siglo XVIII",75,62,0,1.20967741935484,4650,"pequeno","vertical","Tabla","Tabla/Panel",0,"Enconchado",0,0,0,0,1,"anonimo",0,1750,"99","religioso"
"P002385","Rebeca dando de beber a Eliezer","https://www.museodelprado.es/coleccion/obra-de-arte/rebeca-dando-de-beber-a-eliezer/e606ce2a-6665-4607-be02-3401789fe933","Ruta, Clemente","Colección Real","Siglo XVIII",133,161,0,1.21052631578947,21413,"grande","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","religioso"
"P002646","Joven desconocido","https://www.museodelprado.es/coleccion/obra-de-arte/joven-desconocido/21e9d2c2-2d10-46c9-8b42-30a482c80b62","Flaugier, José Bernat","Legado Pablo Bosch y Barrau, 1916","Siglo XVIII",67,27,0,2.48148148148148,1809,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","vida_cotidiana"
"P004786","Los Desposorios de la Virgen","https://www.museodelprado.es/coleccion/obra-de-arte/los-desposorios-de-la-virgen/d8752b63-c486-48b3-8804-2faeb3402043","Anónimo","Museo de la Trinidad, 1872","Siglo XVIII",61,86,0,1.40983606557377,5246,"mediano","horizontal","Tabla","Tabla/Panel",0,"Enconchado",0,0,0,0,1,"anonimo",1,1750,"99","religioso"
"P003718","Neftalí, hijo de Jacob","https://www.museodelprado.es/coleccion/obra-de-arte/neftali-hijo-de-jacob/067829a8-ef71-4759-a423-b017754f897a","Anónimo","Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889","Siglo XVIII",149,115,0,1.29565217391304,17135,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",1,1750,"99","religioso"
"P003720","Gad, hijo de Jacob","https://www.museodelprado.es/coleccion/obra-de-arte/gad-hijo-de-jacob/1e0098b5-e45b-4b65-a3db-7939b64fdf12","Anónimo","Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889","Siglo XVIII",148,116,0,1.27586206896552,17168,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",1,1750,"99","religioso"
"P003724","Rubén, hijo de Jacob","https://www.museodelprado.es/coleccion/obra-de-arte/ruben-hijo-de-jacob/6e0522ca-1be9-45d6-8e7a-afc3030ebf80","Anónimo","Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889","Siglo XVIII",148,116,0,1.27586206896552,17168,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",1,1750,"99","religioso"
"P003723","Benjamín, hijo de Jacob","https://www.museodelprado.es/coleccion/obra-de-arte/benjamin-hijo-de-jacob/02b8e00d-e414-4593-b0c0-7335133eea6c","Anónimo","Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889","Siglo XVIII",148,116,0,1.27586206896552,17168,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",1,1750,"99","religioso"
"P003719","Aser, hijo de Jacob","https://www.museodelprado.es/coleccion/obra-de-arte/aser-hijo-de-jacob/cb3d64d2-b3ca-4f3d-9487-c2a2d97d88b8","Anónimo","Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889","Siglo XVIII",149,115,0,1.29565217391304,17135,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",1,1750,"99","religioso"
"P003725","Leví, hijo de Jacob","https://www.museodelprado.es/coleccion/obra-de-arte/levi-hijo-de-jacob/544d1947-21c7-4d10-ab1c-6488f91a4725","Anónimo","Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889","Siglo XVIII",149,115,0,1.29565217391304,17135,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",1,1750,"99","religioso"
"P003653","Bodegón en un paisaje","https://www.museodelprado.es/coleccion/obra-de-arte/bodegon-en-un-paisaje/6007f185-b997-46f5-828c-963b0ed7b27d","Anónimo","Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889","Siglo XVIII",35,47,0,1.34285714285714,1645,"pequeno","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",0,1750,"99","paisaje_lugares"
"P003726","Simeón, hijo de Jacob","https://www.museodelprado.es/coleccion/obra-de-arte/simeon-hijo-de-jacob/aa4954af-5517-4ca3-be8d-b04a05497daa","Anónimo","Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889","Siglo XVIII",148,115,0,1.28695652173913,17020,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",1,1750,"99","religioso"
"P004792","Cacería de lobo y venado","https://www.museodelprado.es/coleccion/obra-de-arte/caceria-de-lobo-y-venado/995ed0f1-7ef2-4d94-9506-7d3154690bd6","Nani, Mariano","Real Patrimonio, 1870","Siglo XVIII",266,146,0,1.82191780821918,38836,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","caza_animales"
"P004793","Cacería de un venado","https://www.museodelprado.es/coleccion/obra-de-arte/caceria-de-un-venado/aa553600-7b26-4ab0-9cd5-d5c4e8d68b6a","Nani, Mariano","Real Patrimonio, 1870","Siglo XVIII",265,145,0,1.82758620689655,38425,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","caza_animales"
"P004794","Cacería del leopardo","https://www.museodelprado.es/coleccion/obra-de-arte/caceria-del-leopardo/0a830c7d-fee4-47f1-8de0-adabfd3f755e","Nani, Mariano","Real Patrimonio, 1870","Siglo XVIII",265,145,0,1.82758620689655,38425,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","caza_animales"
"P004791","Cacería de jabalí","https://www.museodelprado.es/coleccion/obra-de-arte/caceria-de-jabali/a716d3b2-2ac3-43b6-b373-15bb14482d26","Nani, Mariano","Real Patrimonio, 1870","Siglo XVIII",265,145,0,1.82758620689655,38425,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","caza_animales"
"P004805","Cacería de ciervos","https://www.museodelprado.es/coleccion/obra-de-arte/caceria-de-ciervos/74c18bb4-7b1b-484b-b21f-2bfaebc5a1a0","Nani, Mariano","Real Patrimonio, 1870","Siglo XVIII",260.5,301,0,1.15547024952015,78410.5,"grande","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","caza_animales"
"P004727","Cacería de osos y ciervo","https://www.museodelprado.es/coleccion/obra-de-arte/caceria-de-osos-y-ciervo/b2662dc1-8052-4b2e-b217-c2c0c7f7421e","Nani, Mariano (Obra copiada de: Snayers, Peter)","Real Patrimonio, 1870","Siglo XVIII",260,300.5,0,1.15576923076923,78130,"grande","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","caza_animales"
"P002584","Retrato de un caballero inglés","https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-un-caballero-ingles/6c23fbc9-2f6b-4589-84b7-fd0fb3497d13","Romney, George","José Brunetti y Gayoso de los Cobos, duque de Arcos; legado Virginia Woodbury Lowery, duquesa de Arcos, 1936","Siglo XVIII",76,64,0,1.1875,4864,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","retrato_corte"
"P005124","Galería con vista al mar","https://www.museodelprado.es/coleccion/obra-de-arte/galeria-con-vista-al-mar/4c6de1ff-c7b5-4733-868c-f11008a036a5","Anónimo","Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 51).","Siglo XVIII",175,251,0,1.43428571428571,43925,"grande","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",0,1750,"99","paisaje_lugares"
"P003154","Menipo","https://www.museodelprado.es/coleccion/obra-de-arte/menipo/2faa249c-c4ae-4f87-b294-27fc2c8ff395","Anónimo (Obra copiada de: Velázquez, Diego Rodríguez de Silva y)","0","Siglo XVIII",181,96,0,1.88541666666667,17376,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","otros"
"P002364","Elevación de la Cruz","https://www.museodelprado.es/coleccion/obra-de-arte/elevacion-de-la-cruz/d4c3fb58-121c-4b16-9561-703e881424d7","Beschey, Jacob-Andries (Obra copiada de: Rubens, Pedro Pablo)","Colección Real (Aranjuez, Palacio Real, Cuarto del Príncipe, pieza XI, 1818, s/n)","Siglo XVIII",46,35,0,1.31428571428571,1610,"pequeno","vertical","Tabla","Tabla/Panel",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","religioso"
"P003155","Esopo","https://www.museodelprado.es/coleccion/obra-de-arte/esopo/e60a3931-dd86-4952-bb9c-cc8084cc1b48","Anónimo (Obra copiada de: Velázquez, Diego Rodríguez de Silva y)","0","Siglo XVIII",181,96,0,1.88541666666667,17376,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","otros"
"P005033","La ciudad de Pizzo, con la pesca del atún","https://www.museodelprado.es/coleccion/obra-de-arte/la-ciudad-de-pizzo-con-la-pesca-del-atun/c636d387-385b-4481-8a66-78fabd4c49d6","Anónimo","Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889","Siglo XVIII",91,127,0,1.3956043956044,11557,"mediano","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",0,1750,"99","otros"
"P000900","Virgen con el Niño","https://www.museodelprado.es/coleccion/obra-de-arte/virgen-con-el-nio/88bbc877-8454-4574-b815-bbb84edcba4f","Meléndez, Luis Egidio","Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1746, nº 967; Palacio de Aranjuez, Madrid, pieza en que está el oratorio, 1794, nº 967; Aranjuez, oratorio de la reina, 1818, nº 967)","Siglo XVIII",84.5,63,0,1.34126984126984,5323.5,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","religioso"
"P008317","Francisco de Ocáriz y Ochoa","https://www.museodelprado.es/coleccion/obra-de-arte/francisco-de-ocariz-y-ochoa/90a4c562-7f1e-4405-bc3a-2b341341ab1a","Anónimo (Obra copiada de: Velázquez, Diego Rodríguez de Silva y)","Colección particular, Astigarraga (Guipúzcoa), antes de 1922; Eugenio Iruñigarro, 1922; colección marqués de Casa Torres, Madrid, 1960; Fabiola de Mora y Aragón; Fundación Ineis; adquirido por el Estado y adscrito a los fondos del Museo, 2020","Siglo XVIII",196,84,0,2.33333333333333,16464,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","otros"
"P002924","Vista de una calle de Aranjuez","https://www.museodelprado.es/coleccion/obra-de-arte/vista-de-una-calle-de-aranjuez/6d35dea9-87de-4cb7-b067-a37e7aa5d0bb","Anónimo","Colección Real","Siglo XVIII",98,169,0,1.72448979591837,16562,"mediano","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",0,1750,"99","paisaje_lugares"
"P004170","Carlos III","https://www.museodelprado.es/coleccion/obra-de-arte/carlos-iii/bb7c7145-97e4-4e78-951f-4263c9db2592","Anónimo","0","Siglo XVIII",75,63,0,1.19047619047619,4725,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",0,1750,"99","retrato_corte"
"P002339","Luis I, rey de España","https://www.museodelprado.es/coleccion/obra-de-arte/luis-i-rey-de-espaa/02be9adf-0a7f-4d10-ba95-cd57dd7fd7e4","Réplica de Ranc, Jean","Colección Real (Real Alcázar, Madrid, 1734, nº 542; ¿Furriera del Rey-Casas arzobispales, 1747?; Palacio del Buen Retiro, Madrid, galería del mediodía, 1772, nº 542; Buen Retiro, 1794, nº 248).","Siglo XVIII",128,98,0,1.30612244897959,12544,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","retrato_corte"
"P002438","María Ana Victoria de Baviera, la Gran Delfina","https://www.museodelprado.es/coleccion/obra-de-arte/maria-ana-victoria-de-baviera-la-gran-delfina/0abc0ee0-16ae-48d9-b96f-f837caac56d0","Atribuido a Troy, François","Colección Real (Real Alcázar, Madrid, 1735; col. Felipe V, Furriera del Rey-Casas arzobispales, salón principal, 1747, ¿nº 284?; Palacio del Buen Retiro, Madrid, 1794, nº 936).","Siglo XVIII",74.7,59.5,0,1.25546218487395,4444.65,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",1,1750,"99","religioso"
"P002341","La reina Isabel de Farnesio","https://www.museodelprado.es/coleccion/obra-de-arte/la-reina-isabel-de-farnesio/b37fdb92-e5fd-40ee-9441-66bed76d83f9","Ranc, Jean","Colección Real (Taller de Jean Ranc, Madrid, 1735, nº 1157[2]; Furriera del Rey-Casas arzobispales, salón principal, 1747, ¿nº 259?; Palacio del Buen Retiro, Madrid, cuarto del Príncipe, 1772, nº 25).","Siglo XVIII",110,88,0,1.25,9680,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","retrato_corte"
"P003892","Vendedora ambulante y varias figuras a la orilla de un río","https://www.museodelprado.es/coleccion/obra-de-arte/vendedora-ambulante-y-varias-figuras-a-la-orilla/1c1a6650-081c-47ca-bdd5-93ee49013282","Camarón y Meliá, Juan José","Real Patrimonio, 1870","Siglo XVIII",280,180,1,1.55555555555556,50400,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","paisaje_lugares"
"P008036","Ruinas y un hombre a lo lejos","https://www.museodelprado.es/coleccion/obra-de-arte/ruinas-y-un-hombre-a-lo-lejos/e450dafb-aa1d-478b-9be2-ed3188552cbe","Calleja, Andrés de la","Real Patrimonio, 1870.","Siglo XVIII",375.5,59,0,6.36440677966102,22154.5,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","paisaje_lugares"
"P002597","Luis XIV, rey de Francia","https://www.museodelprado.es/coleccion/obra-de-arte/luis-xiv-rey-de-francia/8ca84795-b58a-40b8-be1a-d10a944e9aa1","Copia Rigaud, Hyacinthe","José Brunetti y Gayoso de los Cobos, duque de Arcos; legado Virginia Woodbury Lowery, duquesa de Arcos, 1935","Siglo XVIII",42,34,0,1.23529411764706,1428,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","retrato_corte"
"P005977","Estudio de figura (academia)","https://www.museodelprado.es/coleccion/obra-de-arte/estudio-de-figura-academia/f7a22747-5a45-451d-b649-f88dcae92f68","Anónimo","Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, undécima pieza de verano, 1745, [¿nº 384?]; Quinta del duque del Arco, pieza décima, 1794, nº 323).","Siglo XVIII",57,41,0,1.39024390243902,2337,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",0,1750,"99","proceso_obra"
"P003070","La Inmaculada Concepción","https://www.museodelprado.es/coleccion/obra-de-arte/la-inmaculada-concepcion/a72a17f9-5a70-4bf6-891a-5d86c29f0afa","Anónimo","Adquisición, 1964","Siglo XVIII",166,117,0,1.41880341880342,19422,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",0,1750,"99","religioso"
"P006185","Luis de Francia, el Gran Delfín","https://www.museodelprado.es/coleccion/obra-de-arte/luis-de-francia-el-gran-delfin/cded40ce-e539-4210-8504-990b326b1260","Anónimo (Obra copiada de: Rigaud, Hyacinthe)","Museo de la Trinidad","Siglo XVIII",81,64.5,0,1.25581395348837,5224.5,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","paisaje_lugares"
"P006186","Luis XIV, rey de Francia","https://www.museodelprado.es/coleccion/obra-de-arte/luis-xiv-rey-de-francia/9d1c893c-7f75-4d9d-88dd-f110463f06cc","Anónimo (Obra copiada de: Rigaud, Hyacinthe)","Museo de la Trinidad","Siglo XVIII",81,64,0,1.265625,5184,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","retrato_corte"
"P007140","La Incredulidad de santo Tomás","https://www.museodelprado.es/coleccion/obra-de-arte/la-incredulidad-de-santo-tomas/548a13aa-c35f-40d4-a8b2-e02b85b17b24","Anónimo (Obra copiada de: Guercino)","Adquisición, 1986","Siglo XVIII",64,138,0,2.15625,8832,"mediano","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","religioso"
"P006958","Retrato de dama con un perrito","https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-dama-con-un-perrito/048451ca-24ad-429c-82ab-175d0331b74b","Anónimo","Donación Elsa Frick de López-Doriga, 1984","Siglo XVIII",98,74,0,1.32432432432432,7252,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",0,1750,"99","retrato_corte"
"P008353","Grisalla con dos amorcillos junto a un tondo vacío","https://www.museodelprado.es/coleccion/obra-de-arte/grisalla-con-dos-amorcillos-junto-a-un-tondo-vacio/ea9de86d-e6a2-4aaa-a38a-0689e07a6162","Anónimo","Herencia de Juan José Luna Fernández, 2020","Siglo XVIII",85,96,0,1.12941176470588,8160,"mediano","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",0,1750,"99","mitologia"
"P008354","Retrato de dama","https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-dama/287d10c9-a9fd-4d52-92d9-d9d065c660ae","Atribuido a Tournières, Robert","Herencia de Juan José Luna Fernández, 2020","Siglo XVIII",71,58.5,0,1.21367521367521,4153.5,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","retrato_corte"
"P004808","Un anciano hablando con una joven","https://www.museodelprado.es/coleccion/obra-de-arte/un-anciano-hablando-con-una-joven/ce527b91-6b61-4461-a680-aad79658488d","Calleja, Andrés de la","Real Patrimonio, 1870","Siglo XVIII",260,110,0,2.36363636363636,28600,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","vida_cotidiana"
"P000343","La Virgen en oración","https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-en-oracion/08931c7e-6c21-4823-ae76-6479d29f1248","Obra copiada de Sassoferrato","Donación Isidora Ulibarri, 1897","Principio del siglo XVIII - Principio del siglo XIX",66,49,0,1.3469387755102,3234,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1760,"+100","religioso"
"P006136","El invierno","https://www.museodelprado.es/coleccion/obra-de-arte/el-invierno/375a7956-b3a0-4c9a-ac9c-4d254970fa99","Atribuido a Amigoni, Jacopo","Colección Real","Siglo XVIII",330,290,0,1.13793103448276,95700,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","paisaje_lugares"
"P006139","Aldeanos con una vaca","https://www.museodelprado.es/coleccion/obra-de-arte/aldeanos-con-una-vaca/be760a55-9edb-4b0f-9dc2-dcd89eaef0c8","Calleja, Andrés de la","Real Patrimonio, 1870","Siglo XVIII",200,265,0,1.325,53000,"grande","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1750,"99","vida_cotidiana"
"P002553","Esopo","https://www.museodelprado.es/coleccion/obra-de-arte/esopo/cb188f6a-e827-4d36-9fed-6d5517de2818","Anónimo (Obra copiada de: Velázquez, Diego Rodríguez de Silva y)","Legado de Daniel Carballo Prat, conde de Pradère, 1933","Siglos XVIII - XIX",180,93,0,1.93548387096774,16740,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"+100","otros"
"P002389","Carlos Manuel Víctor Amadeo, duque de Aosta, después Carlos Manuel III de Saboya","https://www.museodelprado.es/coleccion/obra-de-arte/carlos-manuel-victor-amadeo-duque-de-aosta/bdda8b68-362e-4d73-a65b-fbd4f7ffe3eb","Anónimo","Colección Real (Real Alcázar, Madrid, 1734, nº 845; Furriera del Rey-Casas arzobispales, Madrid, salón principal, 1747, nº 240; Palacio del Buen Retiro, Madrid, cuarto del infante don Luis-pinturas apeadas, 1772, nº 420; Buen Retiro, 1794, nº 1239).","1702",76,63.5,0,1.19685039370079,4826,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",0,1702,"0","retrato_corte"
"P002554","Menipo","https://www.museodelprado.es/coleccion/obra-de-arte/menipo/79716e9f-57d1-4d64-a010-9e44840b1525","Anónimo (Obra copiada de: Velázquez, Diego Rodríguez de Silva y)","Legado de Daniel Carballo Prat, conde de Pradère, 1933","Siglos XVIII - XIX",179,93,0,1.9247311827957,16647,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"+100","otros"
"P003527","La Coronación de la Virgen","https://www.museodelprado.es/coleccion/obra-de-arte/la-coronacion-de-la-virgen/4b99fb73-1e6e-4119-82d4-8317a7de32a7","Obra copiada de Velázquez, Diego Rodríguez de Silva y","Museo de la Trinidad, 1865-1872","Siglos XVIII - XIX",167,126,0,1.32539682539683,21042,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"+100","religioso"
